0,537,13.351,41,1,1,0,8.6
0,520,11.993,39,1,0,1,23.9
1,413,9.798,49,0,1,1,16.3
2,71,15.211,8,1,0,3,17.7
0,499,9.947,26,1,0,0,2.4
0,501,12.755,34,1,0,0,19.4
0,380,11.427,25,1,2,1,14.3
1,411,11.841,36,0,1,0,21.2
0,503,13.371,15,1,1,1,27.7
1,317,13.71,28,0,0,1,24.4
2,8,12.652,2,1,1,0,0.6
2,92,11.645,25,0,0,2,29.4
0,392,11.611,35,1,0,3,24.9
1,187,11.858,33,0,1,3,20.2
0,429,11.806,5,1,0,0,10.5
0,514,11.71,24,1,2,0,15.4
0,264,14.567,35,1,0,0,17.9
0,277,10.458,41,1,0,2,5.7
1,70,12.102,38,1,0,2,22.9
1,105,15.175,2,1,1,1,19.2
0,334,10.654,2,1,1,2,26.1
1,300,12.385,38,0,0,3,16.9
0,224,11.751,41,1,1,0,7.1
2,528,14.274,49,0,1,1,9.5
1,257,15.015,43,1,2,0,14.5
1,446,13.436,41,0,1,3,2.4
3,27,12.521,41,0,2,0,12.8
1,484,14.162,20,0,1,2,18.2
1,343,13.344,25,0,1,0,23.3
1,399,11.935,35,0,1,3,7.6
0,453,9.927,34,1,0,1,15.2
1,450,9.995,8,0,2,1,9.7
1,206,10.752,26,0,2,2,5.2
0,462,11.756,41,1,0,0,25.5
3,68,13.339,48,0,1,1,9.7
0,514,13.712,38,0,0,2,21.4
1,313,12.131,12,0,1,3,25.7
2,13,14.63,2,1,0,3,25.7
2,97,14.078,3,0,1,1,6.5
1,178,14.593,15,1,1,1,21.8
0,285,13.794,27,1,0,1,26.6
1,214,10.732,30,0,2,2,18.7
0,344,12.211,45,1,0,1,26.0
0,456,12.809,2,1,2,2,10.2
0,496,12.936,2,1,0,2,23.3
0,523,11.539,24,1,2,0,0.8
0,280,12.347,32,1,2,1,20.2
2,58,14.673,45,1,0,2,22.7
1,394,16.679,13,1,2,3,19.8
0,519,13.97,41,1,0,3,1.6
0,258,13.684,2,1,1,2,17.9
1,94,12.285,22,1,2,0,21.6
1,475,14.049,10,0,2,3,1.0
0,142,12.955,43,1,0,0,17.5
0,531,12.002,22,1,1,1,11.3
0,505,10.744,18,1,1,1,19.7
1,420,15.691,15,1,1,1,10.2
2,503,14.419,16,0,0,2,2.9
0,394,14.578,42,1,0,2,17.3
0,247,13.308,13,1,2,0,13.1
1,127,12.398,10,1,0,3,19.2
1,289,14.91,27,0,1,2,20.3
1,180,11.86,13,0,1,3,4.7
0,200,12.675,24,1,0,2,20.1
0,474,13.495,25,1,1,1,1.5
1,325,11.858,8,0,0,2,28.0
2,359,14.9,46,0,0,2,21.1
0,451,14.063,13,1,0,1,13.3
1,251,12.858,30,0,1,3,19.7
1,267,12.004,15,0,2,0,28.0
0,163,9.512,42,1,0,3,29.5
2,520,13.546,40,0,2,0,20.8
1,390,14.433,20,0,2,1,5.1
0,255,13.606,24,1,1,2,4.9
3,4,14.319,29,0,1,0,22.8
1,184,11.203,33,0,1,0,12.1
2,298,12.961,19,0,0,0,17.1
3,103,15.694,31,0,0,2,4.4
2,75,14.367,2,1,2,0,26.6
1,290,12.189,30,0,1,0,15.4
3,35,14.759,35,1,2,3,21.8
0,239,11.571,11,1,1,2,3.2
3,75,15.587,42,0,1,2,3.5
1,170,12.496,20,0,1,0,9.0
1,57,10.3,37,1,1,2,7.6
0,175,13.398,24,1,0,0,23.4
1,420,12.103,1,0,1,2,9.0
1,134,10.613,10,0,1,2,1.8
0,299,12.695,46,1,0,3,25.2
0,292,12.809,2,1,1,3,23.8
0,253,14.231,15,1,2,1,2.0
1,224,11.812,1,0,1,0,6.2
0,422,13.194,17,1,1,2,18.8
0,161,11.705,10,1,2,1,15.5
2,499,14.775,23,0,0,3,13.1
3,58,11.307,32,0,1,3,29.0
1,466,13.757,12,0,0,2,4.2
0,254,12.851,19,0,1,3,14.2
0,495,13.869,38,1,2,3,17.5
0,388,13.163,19,1,1,1,6.7
0,352,16.045,5,1,0,0,27.6
0,431,12.866,17,1,1,2,11.3
2,331,13.76,25,0,2,3,6.2
2,108,13.148,11,0,0,3,8.6
0,202,9.4,27,1,0,0,18.7
2,36,13.545,29,1,0,1,10.7
1,368,10.916,36,0,0,1,10.6
2,269,15.275,19,0,0,2,13.5
1,500,10.024,10,0,2,1,20.2
1,376,13.605,16,0,2,2,18.6
1,447,12.222,23,0,0,2,11.8
0,467,10.793,45,1,2,2,30.0
0,196,13.064,29,1,0,1,2.2
0,462,13.723,38,1,0,0,15.5
2,461,13.21,16,0,2,3,13.3
1,434,12.385,17,0,0,0,27.1
1,359,11.512,4,0,2,1,10.8
1,180,9.0,38,0,1,1,28.3
0,307,11.569,10,1,0,0,23.5
1,351,13.064,22,0,0,0,15.5
0,332,12.274,29,0,1,3,19.7
0,319,12.585,14,1,1,0,21.6
2,138,11.849,37,0,2,0,14.0
2,365,15.062,10,0,0,1,0.9
1,115,10.692,9,1,2,0,23.4
0,404,11.954,2,1,0,0,26.4
3,2,12.984,12,0,1,1,28.4
0,512,13.183,9,1,1,2,4.2
1,278,12.067,22,0,0,1,23.8
0,404,11.72,31,1,0,0,20.6
1,264,12.622,49,0,2,2,22.7
0,304,14.641,32,1,0,1,20.2
2,69,14.804,11,1,0,2,1.5
2,148,14.265,43,0,0,1,1.8
1,224,12.298,34,0,2,2,10.3
0,424,13.253,11,1,0,2,3.8
0,156,9.0,2,1,2,0,14.4
0,287,12.685,42,1,0,1,13.6
0,276,10.859,49,1,2,1,1.3
0,225,12.824,37,1,1,0,16.7
0,150,13.816,7,1,0,3,22.3
3,12,15.367,13,0,2,3,16.7
2,111,13.059,29,0,1,2,0.7
1,233,16.589,37,1,2,0,12.3
0,499,9.031,37,1,0,2,24.7
1,420,14.055,13,0,1,0,22.6
3,48,15.189,19,0,1,1,21.0
0,397,10.764,8,1,2,3,7.0
0,331,14.118,44,1,2,3,17.7
3,66,15.12,34,1,1,0,25.5
2,55,9.55,32,0,2,0,6.4
2,411,14.806,23,0,0,1,17.3
1,161,12.144,20,0,2,2,19.4
2,343,12.805,14,0,2,0,0.9
1,498,12.341,26,0,0,0,15.8
0,439,11.889,5,1,2,1,8.7
0,339,14.639,14,1,0,0,15.1
1,249,14.679,25,1,1,0,8.5
1,49,12.061,38,1,2,3,2.2
0,191,14.019,35,1,0,0,19.3
1,523,13.099,8,0,2,0,2.6
2,488,11.969,1,0,2,1,19.0
3,41,12.077,11,0,2,3,24.2
1,130,13.071,23,1,2,0,10.0
3,107,15.3,2,0,2,1,29.9
0,359,12.812,4,1,0,1,21.8
2,274,12.305,14,0,0,1,7.7
1,270,10.927,26,0,0,2,26.0
0,512,11.977,27,0,0,1,10.9
3,2,14.808,48,1,1,1,26.6
1,339,12.943,42,0,1,0,3.7
1,234,12.583,46,0,1,2,21.2
2,61,12.929,18,1,2,0,24.1
1,281,12.652,18,0,2,1,11.9
0,310,11.868,37,1,0,2,20.8
1,338,13.653,4,0,0,0,17.9
3,104,13.926,13,0,0,1,5.6
1,518,12.673,46,0,1,0,14.0
2,135,13.672,34,0,2,3,22.9
0,362,10.645,8,0,1,3,18.9
2,260,13.564,15,0,2,0,9.1
3,57,13.983,31,1,2,0,1.2
1,377,12.086,17,0,0,3,6.6
1,49,11.376,25,1,0,0,21.9
1,214,13.471,35,0,0,2,15.7
1,153,11.136,24,0,1,0,3.0
0,194,12.155,42,1,2,2,24.1
1,505,13.983,43,0,0,3,13.6
1,283,12.519,17,0,1,2,13.8
1,396,13.849,33,0,1,0,7.7
1,482,11.148,43,0,1,1,3.5
2,104,13.312,7,0,0,0,1.8
2,101,11.409,28,0,2,0,10.8
0,366,14.057,36,1,0,0,7.7
0,218,11.24,5,1,2,0,22.6
0,219,11.125,42,0,0,3,13.1
2,49,14.725,9,1,0,2,13.2
1,237,12.562,4,0,1,3,5.1
1,236,12.74,40,0,2,2,26.2
0,270,12.568,36,1,1,1,27.2
0,497,12.774,28,1,0,3,25.2
1,289,14.548,37,1,1,2,14.6
2,500,15.75,19,0,1,0,16.6
3,3,12.983,38,0,2,0,5.1
0,323,13.236,6,1,2,3,21.9
1,274,13.206,29,0,1,0,25.5
1,327,13.889,38,0,0,2,3.6
0,335,10.006,40,1,0,2,1.6
3,24,11.217,29,0,2,2,9.7
0,361,9.457,46,1,2,2,16.3
1,522,14.431,38,0,0,2,5.2
2,95,9.55,33,0,2,0,24.5
0,421,11.705,40,1,1,0,26.4
0,420,12.166,30,1,2,1,5.1
2,92,10.551,30,0,0,3,25.3
0,335,12.27,25,1,2,2,9.0
1,350,10.961,7,0,2,0,8.2
0,434,14.612,3,1,0,2,19.4
1,288,13.586,35,0,1,2,22.1
1,183,15.181,18,1,2,2,15.8
2,396,13.393,11,0,2,2,10.1
0,423,14.558,20,1,1,3,8.2
0,146,13.736,38,1,1,1,19.0
1,512,13.272,27,0,0,3,11.6
1,241,14.504,23,1,2,0,12.7
2,13,11.403,28,0,0,1,26.7
1,243,13.018,34,0,2,0,16.8
0,295,11.25,45,1,1,0,18.3
0,336,10.249,44,0,0,2,22.8
0,126,12.181,5,1,0,3,11.6
2,209,14.941,4,0,2,2,11.7
3,45,13.294,42,0,0,1,24.8
1,424,12.77,41,0,0,3,17.4
2,178,13.464,27,0,2,3,16.3
1,497,13.156,44,0,2,3,22.0
0,274,12.278,5,1,1,0,7.3
2,538,12.723,40,0,2,0,4.2
3,2,14.453,20,0,2,3,28.3
1,187,11.361,47,0,0,0,1.7
1,399,11.819,43,0,0,3,18.9
1,234,11.723,19,0,0,0,29.0
1,346,10.453,30,1,1,0,10.4
3,7,14.295,24,1,2,2,11.3
3,75,11.177,46,0,2,2,9.8
2,84,11.725,9,0,1,0,22.9
1,494,12.725,2,0,2,1,20.0
1,462,14.543,49,1,2,0,12.7
0,211,11.181,23,1,2,3,25.2
1,139,12.28,1,0,1,2,20.7
1,197,12.825,1,0,1,1,2.3
1,151,13.502,18,0,0,2,19.5
2,159,14.393,10,0,1,3,28.9
3,73,15.756,49,0,0,2,8.1
1,182,13.523,36,0,0,2,3.9
0,224,11.992,35,1,0,0,28.6
2,51,12.255,26,1,1,3,28.2
1,357,13.014,27,0,1,1,24.0
0,452,9.0,34,0,0,2,16.9
1,171,13.397,4,1,1,0,20.2
2,56,13.427,40,1,1,0,12.0
0,286,12.666,38,0,0,1,13.8
2,358,12.226,17,0,2,0,5.5
1,312,12.675,23,0,2,3,24.9
0,453,12.14,2,1,0,2,24.6
3,19,14.996,16,1,2,1,25.3
1,286,13.162,22,0,0,1,27.5
1,432,11.112,16,0,0,0,18.2
2,142,12.628,43,0,1,2,17.4
0,252,10.037,29,1,0,2,8.9
0,332,11.784,28,1,2,2,21.1
0,234,10.452,3,1,0,1,18.6
0,401,13.097,47,1,0,1,13.4
1,483,13.986,10,1,2,1,26.0
0,518,10.265,27,1,0,1,25.3
3,19,11.165,19,0,2,0,28.6
1,499,12.103,19,0,2,2,29.8
0,253,12.898,37,1,1,2,7.4
0,520,14.172,6,1,1,2,10.8
0,170,10.53,39,1,2,1,21.5
3,72,13.086,47,0,1,3,17.7
1,530,14.641,46,0,0,0,22.2
0,329,10.866,43,1,1,2,13.3
0,523,10.158,21,1,1,2,17.6
2,69,13.29,18,1,1,2,29.1
0,409,11.14,49,1,2,1,19.0
3,33,17.337,7,1,2,3,25.4
0,184,15.298,4,1,0,2,24.0
0,433,13.782,21,1,2,1,3.0
0,236,11.266,49,1,1,3,22.7
1,95,12.955,13,1,0,3,20.7
2,420,13.602,33,0,2,2,21.6
3,64,14.168,4,0,2,2,3.9
1,421,15.498,49,1,1,0,21.1
0,354,13.486,20,1,1,1,1.5
0,474,12.094,16,1,1,3,13.2
0,349,9.279,46,1,2,2,11.0
0,238,9.905,23,1,1,1,4.5
3,19,12.536,8,0,0,1,5.6
1,199,14.395,19,0,1,0,10.6
1,336,15.182,14,1,2,2,29.2
1,511,13.957,28,0,1,1,17.9
2,291,15.783,40,0,0,0,2.3
1,179,15.845,47,1,1,1,20.5
1,103,11.212,3,0,0,1,19.9
0,526,11.78,44,1,0,1,17.3
0,481,12.758,33,1,1,3,5.8
3,0,13.7,35,0,0,3,26.6
0,180,14.429,11,1,2,2,29.0
1,309,14.474,46,0,1,2,10.7
1,167,13.175,3,1,1,0,27.0
2,386,14.648,40,0,1,3,2.1
0,520,12.567,44,1,0,0,5.8
1,107,14.104,6,1,1,1,9.1
2,272,14.465,18,0,1,0,16.1
2,125,13.092,37,0,1,0,26.2
2,45,12.708,33,1,2,0,20.2
1,510,15.017,10,1,1,1,9.7
0,206,10.669,33,1,1,3,3.9
1,356,11.4,20,0,0,0,8.8
1,177,13.272,38,0,2,0,26.1
1,293,10.176,8,0,2,3,21.7
0,166,11.143,16,1,1,3,22.5
1,496,13.538,25,0,0,3,19.8
1,354,13.224,47,0,0,3,11.8
1,294,14.918,25,0,0,2,19.0
0,531,13.77,42,1,0,2,1.5
3,52,12.788,1,0,0,3,18.1
